timestamp_utc,campaign_status,memory_free_percent,swap_used_mb
2026-07-19T12:49:07.994726+00:00,running,34,587.19
2026-07-19T12:50:08.024652+00:00,running,34,587.19
2026-07-19T12:51:08.049125+00:00,running,42,587.19
2026-07-19T12:52:08.071486+00:00,running,34,587.19
2026-07-19T12:53:08.099529+00:00,running,33,587.19
2026-07-19T12:54:08.126919+00:00,running,34,587.19
2026-07-19T12:55:08.155219+00:00,running,34,587.19
2026-07-19T12:56:08.188199+00:00,running,34,587.19
2026-07-19T12:57:08.215370+00:00,running,34,587.19
2026-07-19T12:58:08.241014+00:00,running,34,587.19
2026-07-19T12:59:08.263253+00:00,running,34,587.19
2026-07-19T13:00:08.292873+00:00,running,34,587.19
2026-07-19T13:01:08.316363+00:00,running,34,587.19
2026-07-19T13:02:08.341866+00:00,running,34,587.19
2026-07-19T13:03:08.366597+00:00,running,34,587.19
2026-07-19T13:04:08.392081+00:00,running,34,587.19
2026-07-19T13:05:08.411275+00:00,running,34,587.19
2026-07-19T13:06:08.432478+00:00,running,34,587.19
2026-07-19T13:07:08.464536+00:00,running,34,587.19
2026-07-19T13:08:08.492762+00:00,running,34,587.19
2026-07-19T13:09:08.521930+00:00,running,34,587.19
2026-07-19T13:10:08.544232+00:00,running,33,587.19
2026-07-19T13:11:08.567428+00:00,running,33,587.19
2026-07-19T13:12:08.591819+00:00,running,33,587.19
2026-07-19T13:13:08.616748+00:00,running,33,587.19
2026-07-19T13:14:08.643933+00:00,running,33,587.19
2026-07-19T13:15:08.667737+00:00,running,33,587.19
2026-07-19T13:16:08.694363+00:00,running,33,587.19
2026-07-19T13:17:08.718398+00:00,running,33,587.19
2026-07-19T13:18:08.746468+00:00,running,33,587.19
2026-07-19T13:19:08.777661+00:00,running,33,587.19
2026-07-19T13:20:08.815458+00:00,running,32,587.19
2026-07-19T13:21:08.854018+00:00,running,32,587.19
2026-07-19T13:22:08.884235+00:00,running,32,587.19
2026-07-19T13:23:08.919543+00:00,running,32,587.19
2026-07-19T13:24:08.955448+00:00,running,32,587.19
2026-07-19T13:25:08.983966+00:00,running,32,587.19
2026-07-19T13:26:09.014513+00:00,running,32,587.19
2026-07-19T13:27:09.046860+00:00,running,32,587.19
2026-07-19T13:28:09.072906+00:00,running,32,587.19
2026-07-19T13:29:09.103728+00:00,running,33,587.19
2026-07-19T13:30:09.135015+00:00,running,33,587.19
2026-07-19T13:31:09.162083+00:00,running,33,587.19
2026-07-19T13:32:09.183353+00:00,running,33,587.19
2026-07-19T13:33:09.212193+00:00,running,39,587.19
2026-07-19T13:34:09.246544+00:00,running,32,587.19
2026-07-19T13:35:09.283978+00:00,running,32,587.19
2026-07-19T13:36:09.315832+00:00,running,32,587.19
2026-07-19T13:37:09.344159+00:00,running,32,587.19
2026-07-19T13:38:09.373334+00:00,running,30,587.19
2026-07-19T13:39:09.397070+00:00,running,30,587.19
2026-07-19T13:40:09.422663+00:00,running,30,587.19
2026-07-19T13:41:09.453452+00:00,running,30,587.19
2026-07-19T13:42:09.473970+00:00,running,31,587.19
2026-07-19T13:43:09.498145+00:00,running,31,587.19
2026-07-19T13:44:09.530931+00:00,running,31,587.19
2026-07-19T13:45:09.565885+00:00,running,31,587.19
2026-07-19T13:46:09.598138+00:00,running,38,587.19
2026-07-19T13:47:09.623578+00:00,running,31,587.19
2026-07-19T13:48:09.654710+00:00,running,31,587.19
2026-07-19T13:49:09.683165+00:00,running,31,587.19
2026-07-19T13:50:09.713844+00:00,running,31,587.19
2026-07-19T13:51:09.736315+00:00,running,31,587.19
2026-07-19T13:52:09.760903+00:00,running,31,587.19
2026-07-19T13:53:09.793704+00:00,running,31,587.19
2026-07-19T13:54:09.815731+00:00,running,32,587.19
2026-07-19T13:55:09.843283+00:00,running,32,587.19
2026-07-19T13:56:09.870479+00:00,running,32,587.19
2026-07-19T13:57:09.905186+00:00,running,32,587.19
2026-07-19T13:58:09.935455+00:00,running,32,587.19
2026-07-19T13:59:09.958206+00:00,running,32,587.19
2026-07-19T14:00:09.980494+00:00,running,32,587.19
2026-07-19T14:01:10.008125+00:00,running,32,587.19
2026-07-19T14:02:10.033658+00:00,running,32,587.19
2026-07-19T14:03:10.057807+00:00,running,32,587.19
2026-07-19T14:04:10.080289+00:00,running,32,587.19
2026-07-19T14:05:10.110226+00:00,running,32,587.19
2026-07-19T14:06:10.136084+00:00,running,32,587.19
2026-07-19T14:07:10.167469+00:00,running,32,587.19
2026-07-19T14:08:10.197864+00:00,running,40,587.19
2026-07-19T14:09:10.228210+00:00,running,33,587.19
2026-07-19T14:10:10.259860+00:00,running,33,587.19
2026-07-19T14:11:10.296778+00:00,running,33,587.19
2026-07-19T14:12:10.328728+00:00,running,33,587.19
2026-07-19T14:13:10.366375+00:00,running,32,587.19
2026-07-19T14:14:10.402193+00:00,running,32,587.19
2026-07-19T14:15:10.431822+00:00,running,32,587.19
2026-07-19T14:16:10.455830+00:00,running,32,587.19
2026-07-19T14:17:10.484486+00:00,running,32,587.19
2026-07-19T14:18:10.507257+00:00,running,32,587.19
2026-07-19T14:19:10.537299+00:00,running,32,587.19
2026-07-19T14:20:10.569860+00:00,running,32,587.19
2026-07-19T14:21:10.601114+00:00,running,32,587.19
2026-07-19T14:22:10.626019+00:00,running,32,587.19
2026-07-19T14:23:10.655781+00:00,running,32,587.19
2026-07-19T14:24:10.685666+00:00,running,32,587.19
2026-07-19T14:25:10.716484+00:00,running,32,587.19
2026-07-19T14:26:10.742343+00:00,running,32,587.19
2026-07-19T14:27:10.769239+00:00,running,32,587.19
2026-07-19T14:28:10.792161+00:00,running,32,587.19
2026-07-19T14:29:10.823639+00:00,running,32,587.19
2026-07-19T14:30:10.841149+00:00,running,40,587.19
2026-07-19T14:31:10.867386+00:00,running,33,587.19
2026-07-19T14:32:10.900752+00:00,running,33,587.19
2026-07-19T14:33:10.941590+00:00,running,33,587.19
2026-07-19T14:34:10.973050+00:00,running,33,587.19
2026-07-19T14:35:10.996503+00:00,running,33,587.19
2026-07-19T14:36:11.030845+00:00,running,33,587.19
2026-07-19T14:37:11.057205+00:00,running,33,587.19
2026-07-19T14:38:11.088516+00:00,running,33,587.19
2026-07-19T14:39:11.115668+00:00,running,33,587.19
2026-07-19T14:40:11.140662+00:00,running,33,587.19
2026-07-19T14:41:11.170351+00:00,running,33,587.19
2026-07-19T14:42:11.196730+00:00,running,33,587.19
2026-07-19T14:43:11.227494+00:00,running,33,587.19
2026-07-19T14:44:11.257520+00:00,running,33,587.19
2026-07-19T14:45:11.286093+00:00,running,33,587.19
2026-07-19T14:46:11.307617+00:00,running,33,587.19
2026-07-19T14:47:11.334833+00:00,running,33,587.19
2026-07-19T14:48:11.361178+00:00,running,27,587.19
2026-07-19T14:49:11.382938+00:00,running,27,587.19
2026-07-19T14:50:11.414445+00:00,running,27,587.19
2026-07-19T14:51:11.443287+00:00,running,27,587.19
2026-07-19T14:52:11.474888+00:00,running,27,587.19
2026-07-19T14:53:11.508140+00:00,running,28,587.19
2026-07-19T14:54:11.536410+00:00,running,28,587.19
2026-07-19T14:55:11.560305+00:00,running,28,587.19
2026-07-19T14:56:11.585710+00:00,running,28,587.19
2026-07-19T14:57:11.614221+00:00,running,28,587.19
2026-07-19T14:58:11.635614+00:00,running,28,587.19
2026-07-19T14:59:11.663496+00:00,running,28,587.19
2026-07-19T15:00:11.686615+00:00,running,28,587.19
2026-07-19T15:01:11.716448+00:00,running,28,587.19
2026-07-19T15:02:11.749772+00:00,running,28,587.19
2026-07-19T15:03:11.780680+00:00,running,28,587.19
2026-07-19T15:04:11.808143+00:00,running,28,587.19
2026-07-19T15:05:11.840820+00:00,running,28,587.19
2026-07-19T15:06:11.873466+00:00,running,39,587.19
2026-07-19T15:07:11.904550+00:00,running,28,587.19
2026-07-19T15:08:11.934181+00:00,running,28,587.19
2026-07-19T15:09:11.965327+00:00,running,28,587.19
2026-07-19T15:10:11.997942+00:00,running,29,587.19
2026-07-19T15:11:12.031893+00:00,running,29,587.19
2026-07-19T15:12:12.057896+00:00,running,29,587.19
2026-07-19T15:13:12.080382+00:00,running,28,587.19
2026-07-19T15:14:12.115476+00:00,running,28,587.19
2026-07-19T15:15:12.138048+00:00,running,28,587.19
2026-07-19T15:16:12.167090+00:00,running,28,587.19
2026-07-19T15:17:12.193119+00:00,running,28,587.19
2026-07-19T15:18:12.221980+00:00,running,28,587.19
2026-07-19T15:19:12.256777+00:00,running,28,587.19
2026-07-19T15:20:12.283041+00:00,running,29,587.19
2026-07-19T15:21:12.311112+00:00,running,28,587.19
2026-07-19T15:22:12.335305+00:00,running,28,587.19
2026-07-19T15:23:12.367289+00:00,running,28,587.19
2026-07-19T15:24:12.398952+00:00,running,28,587.19
2026-07-19T15:25:12.427146+00:00,running,28,587.19
2026-07-19T15:26:12.459059+00:00,running,28,587.19
2026-07-19T15:27:12.491013+00:00,running,28,587.19
2026-07-19T15:28:12.519856+00:00,running,29,587.19
2026-07-19T15:29:12.550153+00:00,running,28,587.19
2026-07-19T15:30:12.578338+00:00,running,28,587.19
2026-07-19T15:31:12.604857+00:00,running,28,587.19
2026-07-19T15:32:12.636774+00:00,running,28,587.19
2026-07-19T15:33:12.663299+00:00,running,28,587.19
2026-07-19T15:34:12.693430+00:00,running,28,587.19
2026-07-19T15:35:12.712729+00:00,running,28,587.19
2026-07-19T15:36:12.739291+00:00,running,28,587.19
