timestamp_utc,campaign_status,memory_free_percent,swap_used_mb
2026-07-19T14:48:53.192851+00:00,running,19,2267.19
2026-07-19T14:49:53.320067+00:00,running,19,2273.31
2026-07-19T14:50:53.377114+00:00,running,21,2329.19
2026-07-19T14:51:53.453226+00:00,running,20,2307.81
2026-07-19T14:52:53.537658+00:00,running,19,2291.81
2026-07-19T14:53:53.717896+00:00,running,18,2267.81
2026-07-19T14:54:53.744686+00:00,running,18,2259.81
2026-07-19T14:55:53.796427+00:00,running,20,2312.12
2026-07-19T14:56:53.913092+00:00,running,19,2296.12
2026-07-19T14:57:53.967567+00:00,running,18,2288.12
2026-07-19T14:58:54.131293+00:00,running,21,2295.44
2026-07-19T14:59:54.269152+00:00,running,18,2312.0
2026-07-19T15:00:54.324305+00:00,running,18,2272.0
2026-07-19T15:01:54.498219+00:00,running,18,2254.25
2026-07-19T15:02:54.674662+00:00,running,18,2272.75
2026-07-19T15:03:54.857778+00:00,running,19,2303.88
2026-07-19T15:04:55.082674+00:00,running,17,2414.69
2026-07-19T15:05:55.175041+00:00,running,19,2518.56
2026-07-19T15:06:55.206599+00:00,running,18,2502.56
2026-07-19T15:07:55.291791+00:00,running,17,2466.44
2026-07-19T15:08:55.364350+00:00,running,16,2458.44
2026-07-19T15:09:55.540493+00:00,running,18,2434.44
2026-07-19T15:10:55.737198+00:00,running,17,2442.5
2026-07-19T15:11:55.849289+00:00,running,17,2466.56
2026-07-19T15:12:56.053294+00:00,running,16,2505.0
2026-07-19T15:13:56.193902+00:00,running,19,2500.19
2026-07-19T15:14:56.234145+00:00,running,19,2476.19
2026-07-19T15:15:56.383976+00:00,running,18,2460.19
2026-07-19T15:16:56.562629+00:00,running,17,2459.12
2026-07-19T15:17:56.680428+00:00,running,16,2465.06
2026-07-19T15:18:56.806961+00:00,running,19,2460.88
2026-07-19T15:19:56.951661+00:00,running,18,2444.88
2026-07-19T15:20:57.154180+00:00,running,18,2472.56
2026-07-19T15:21:57.261587+00:00,running,17,2458.56
2026-07-19T15:22:57.296093+00:00,running,18,2450.56
2026-07-19T15:23:57.415692+00:00,running,19,2434.56
2026-07-19T15:24:57.440523+00:00,running,18,2434.56
2026-07-19T15:25:57.608159+00:00,running,17,2405.12
2026-07-19T15:26:57.668001+00:00,running,17,2437.12
2026-07-19T15:27:57.876399+00:00,running,24,2446.25
2026-07-19T15:28:57.971266+00:00,running,16,2403.19
2026-07-19T15:29:58.070111+00:00,running,17,2414.38
2026-07-19T15:30:58.272550+00:00,running,17,2427.75
2026-07-19T15:31:58.340243+00:00,running,17,2458.44
2026-07-19T15:32:58.500995+00:00,running,18,2467.12
2026-07-19T15:33:58.709298+00:00,running,17,2440.62
2026-07-19T15:34:58.922356+00:00,running,17,2448.62
2026-07-19T15:35:59.016864+00:00,running,17,2447.69
2026-07-19T15:36:59.157982+00:00,running,17,2444.94
2026-07-19T15:37:59.343927+00:00,running,19,2412.94
2026-07-19T15:38:59.501737+00:00,running,17,2380.94
2026-07-19T15:39:59.672861+00:00,running,18,2375.25
2026-07-19T15:40:59.734398+00:00,running,18,2432.44
2026-07-19T15:41:59.918638+00:00,running,17,2427.81
2026-07-19T15:43:00.026426+00:00,running,19,2404.75
2026-07-19T15:44:00.072595+00:00,running,18,2380.75
2026-07-19T15:45:00.252371+00:00,running,17,2356.75
2026-07-19T15:46:00.441762+00:00,running,17,2360.38
2026-07-19T15:47:00.505626+00:00,running,19,2363.31
2026-07-19T15:48:00.684231+00:00,running,18,2347.31
2026-07-19T15:49:00.757441+00:00,running,16,2330.69
